Date,RELIANCE_NS,TCS_NS,HINDUNILVR_NS,INFY_NS,KOTAKBANK_NS,ICICIBANK_NS,LT_NS,SBIN_NS,ITC_NS,ONGC_NS,BABA,BIDU,NVDA,JD,PYPL,SNAP,MCD,UBER,LYFT,SQ,Nifty
2019-01-02,,,,,,,,,,,,,,,,,,,,,
2019-01-03,-0.013023962048290816,0.010773673761693692,-0.009161251818287308,0.006014358614326865,-0.007877074114976623,0.0023367086552157357,-0.011374081578366169,-0.019025417780195508,-0.007428422007483393,-0.009764425792337272,-0.044623271721671354,-0.046471453227320825,-0.06041699617214824,-0.04325331054371184,-0.042682258450255084,-0.01899829606893466,-0.006588839486646458,-0.10752949852101346,-0.11853363993838406,-0.08356647780136328,-0.011141996757007222
2019-01-04,-0.012337324210893508,-0.01214068615547026,0.0021294285238178112,0.000149572499830386,-0.004312477886467603,-0.0037027218218951274,-0.02139594753899765,-0.00952696735993519,-0.006236769135482656,-0.03162176391304761,0.07006121149889544,0.04033346237206059,0.06406726871572888,0.09434881507286974,0.050919728245211404,0.04753520934621003,0.019325549402924525,0.07708896840916446,-0.0005796393897855578,0.10988176912304448,0.0051628859308019415
2019-01-07,0.005399186110425891,-0.012158024535040002,-0.003746357254977517,-0.01210488044826552,0.010281343843155932,0.005368300707768947,-0.004982000245916995,0.02250080842408564,0.00753098545757136,0.023173974575743994,0.023971437082308533,0.010251688018385163,0.05294106222457984,0.022002715378896864,0.007650442654357326,0.04369751885991202,0.0108816790830919,0.033283329868030176,0.014934011324733598,0.04365762980756438,0.004143632577580325
2019-01-08,0.005552304351400972,0.011215325302622814,0.0018241643446781364,0.016110813756634368,-0.0010818696763295055,0.006845610624462761,-0.0030617966894913584,-0.0045355404525619925,0.0024915867140462566,0.014756435883669594,0.025786038739087358,0.004919973941817979,-0.02489537382042528,0.008348025925240865,0.020361171481107387,0.030595822230808478,0.002108957680838408,0.04141436295850509,0.02857142857142847,0.03952565321035162,0.0028175965472634346
2019-01-09,-9.058450251486772e-05,-0.0022917337198573584,-0.007899409636132448,-0.002456646390131101,-0.014198512562956123,0.03385907367146723,-0.001156231128393248,0.030374594420133683,0.009231331288028999,-0.0027056825725002565,0.034947971672149025,0.019828675729429035,0.019666834529913357,0.03224394755166049,0.009582932725596516,-0.01874998183921006,-0.0017169645334237371,-0.025348840757857927,0.03402773539225268,0.04451840020345044,0.004906430486840696
2019-01-10,0.0055222083801276245,-0.0034857398598168166,0.00799062038388687,0.009029260028672992,0.007608331544254554,0.005524058182052816,0.002785386759315722,0.0,0.021635738658163595,-0.014581158374985637,-0.0015139198584388502,0.010261682189932841,0.018585793261618466,-0.012241432991007106,0.012841919121094003,-0.00955420662613804,0.006988744715757056,-0.007635401956318066,-0.05668225338198929,0.002578464555717197,-0.0030907707440862575
2019-01-11,-0.00292597757568247,0.0008480254017906308,0.0006721242611742451,0.005324631973357752,-0.015101862687914691,-0.007194171977402686,0.004725604777913173,0.0008188689122474724,-0.0027547369355529483,-0.014108604381028345,-0.002439115642686951,-0.013305645452645343,0.02478837314772564,-0.02222230704633943,-0.0005512174646690182,0.009646370038679741,0.004516780190817915,-0.0021639853872972292,-0.039726623695966246,0.0019667910107954434,-0.0024626132017869784
2019-01-14,-0.008532797942089942,-0.024357376332063807,-0.009405424383601924,0.005590888199944688,0.002992773934991977,-0.002503368247207649,-0.01651585424117119,-0.00916382784343428,0.019854873275372054,0.009772983052568351,-0.013547473487708794,-0.018541941001370077,0.010817567874059408,-0.036713163106930735,-0.0024269301378921915,0.004777027383587873,-0.006306010980289045,-0.0060240963855421326,-0.1085409733767626,-0.015853887944094258,-0.005312723532749919
2019-01-15,-0.0011383157914330866,-0.015902014357524474,-0.0031083858500489114,0.02692004593802988,-0.00936060243515524,-0.013736655354275262,-0.026066001039211417,-0.0077620959460150685,-0.003555256669759088,-0.008295810155669936,0.010785782363666563,0.030055780734671966,-0.0037886450638698888,0.00952807485499263,0.012938163938924108,0.036450082592579536,-0.0011033901006256563,-0.01890906131628789,0.01480371599235708,0.011966842216092122,0.013895116296032572
