Date,RELIANCE_BO,TCS_BO,HDFCBANK_BO,HINDUNILVR_BO,INFY_BO,KOTAKBANK_BO,ICICIBANK_BO,LT_BO,HDFC_BO,SBIN_BO,GOOGL,AAPL,AMZN,MSFT,NVDA,GOOG,NFLX,TSLA,INTC,CSCO,Sensex
2019-01-02,,,,,,,,,,,,,,,,,,,,,
2019-01-03,-0.013421243578159658,0.010933844796052972,-0.010011899379180789,-0.01059287802727571,0.006995998556173166,-0.008350928924103274,0.0019249472309954552,-0.01064675816559879,-0.01522694419977999,-0.018373157308643084,-0.027695653513747476,-0.0996074933095451,-0.025241497784936007,-0.03678789406704808,-0.06041715869049935,-0.02848397287310156,0.013225765883911222,-0.03147171266518334,-0.055012700843561135,-0.03636813252517579,-0.010526402857395034
2019-01-04,-0.013152014173583804,-0.013883518339536716,-0.006444163246095536,0.0018778219794466366,-0.0026145524854864766,-0.0028609054769281883,-0.003019032640332986,-0.022749636895963876,-0.02182918520465571,-0.009528713929590316,0.0512935754971342,0.04268952839238582,0.05006399867375011,0.04650905926362792,0.06406769309625848,0.053786156200221535,0.09723449089322656,0.0576973909120706,0.0613620152826746,0.04504522228479835,0.00510762238616036
2019-01-07,0.006686494006892696,-0.011864305765217131,0.0026039002738813544,-0.003972289206180979,-0.01018649444045805,0.007556455822060215,0.006331583990118128,-0.003335829447770333,0.018261217336748237,0.022161130579484878,-0.001994270682543875,-0.002225684158990937,0.03435341415874271,0.001275737722827408,0.05294070553807395,-0.002166807633741219,0.05971700297843019,0.05436123871697496,0.004658930952321061,0.006756738585319555,0.004343974017793517
2019-01-08,0.0040034496074026205,0.012113487941192824,0.001062385873101368,0.00249951951065297,0.015739626364398074,0.0006819679152481051,0.005334487859020909,-0.003850943549691843,-7.613673881423644e-05,-0.006050402873925664,0.008783177835046674,0.019062740093358066,0.01661235994563981,0.007250513699088357,-0.02489537382042528,0.007384957626256128,0.0156338958997726,0.0011642764023440666,0.0063237776369369225,0.00810006859136192,0.0036476693738620725
2019-01-09,0.0004530879687718592,-0.0018980194180038268,-0.008089605573196601,-0.007900457994142074,-0.001937047858403984,-0.012264019122459113,0.03455785957008284,-0.00148115432127216,-0.0059614571516688475,0.031788954036013894,-0.0034274177392328298,0.016982043553529502,0.0017143547179709895,0.01429941934644341,0.019666834529913357,-0.0015051374787454774,-0.0009679257165132737,0.009482625353500751,0.005655708406192783,-0.005509770744371978,0.0064473172529111444
2019-01-10,0.004031090752966371,-0.002773236415315683,0.006348553209323926,0.007116252688514235,0.00895723395721526,0.005396606801258308,0.004734409656492522,0.002387945238030431,0.017379150868349846,-0.00016386323222117305,-0.0026071065342503363,0.0031961609935664548,-0.0019284287379283116,-0.006425630028354834,0.0185855775478172,-0.0040292396930124985,0.014689374711060132,0.019023398389568458,0.01145585488781431,-0.0018466288595737623,-0.002938459123855708
2019-01-11,-0.0024810209820923523,0.0001852403118012269,-0.003142465964106389,0.0015141661084714375,0.0057706393806504774,-0.014165895876530943,-0.006020967968687008,0.0036457245095382618,-0.007174082778940827,-0.0013113246724851813,-0.013310758837012271,-0.009818335183359395,-0.009455231305329326,-0.0077218160886290965,0.024788801952930095,-0.012276544584803428,0.039826256791514636,0.0066383165769237085,0.007619693223063884,0.005781455440081684,-0.00267708463157601
2019-01-14,-0.007009611155278983,-0.024468418258365876,0.001232503778339833,-0.009826991444845445,0.0058109015285301435,-8.177313789448082e-05,-0.0030288013294965666,-0.014421877237119296,0.00437090104638771,-0.00689313672288161,-0.01217505083957604,-0.015036750718081637,-0.014232985793521946,-0.0072959379260674195,0.01081766896608305,-0.011823796848926427,-0.01377408675294467,-0.0370328047095243,-0.011853953058453492,-0.006438090695944254,-0.004339959596546872
2019-01-15,-0.0013206980842324079,-0.014956869558246155,-0.005349980627364692,-0.0027427082643970424,0.025157256335502032,-0.008843532171752821,-0.01360453549930929,-0.026419509152821763,-0.009231979802177603,-0.006775737524952419,0.03328546535453447,0.020466713309911233,0.035462313843586335,0.029005536497321183,-0.003789257232391652,0.0310713657915187,0.06517694493875137,0.02999402727229117,0.005170994201072032,0.018745702765559313,0.01296299584976257
